time_stamp,user_id,user_logged_in,resolution_id,duration_on_page
2012-01-06 19:28:13,92800105,0,7,7.5
2012-01-06 20:23:22,92800106,0,7,2.42
2012-01-06 22:04:24,92800107,0,7,0.73
2012-01-06 23:08:39,10000346,1,3,10.23
2012-01-07 00:20:58,92800109,0,8,4.76
2012-01-07 02:17:40,92800110,0,4,3.02
2012-01-07 03:15:58,10000236,1,5,1.8
2012-01-07 05:52:27,92800112,0,2,4.47
2012-01-07 06:50:42,92800113,0,6,1.32
2012-01-07 08:21:26,92800114,0,9,1.61
2012-01-07 09:29:14,92800115,0,7,3.65
2012-01-07 10:52:29,10000212,1,4,11.26
2012-01-07 12:29:29,10000532,1,2,2.38
2012-01-07 13:31:15,92800118,0,3,7.33
2012-01-07 13:54:09,92800119,0,5,1.27
2012-01-07 16:02:10,92800120,0,6,7.49
2012-01-07 17:30:10,92800121,0,6,1.75
2012-01-07 17:30:19,10000404,1,6,8.63
2012-01-07 17:51:14,92800123,0,3,4.95
2012-01-07 19:55:28,92800124,0,8,0.84
2012-01-07 22:15:25,92800125,0,6,5.53
2012-01-07 22:33:10,92800126,0,7,3.49
2012-01-07 23:27:37,92800127,0,6,1.98
2012-01-08 00:30:54,92800128,0,4,1.84
2012-01-08 03:22:02,10000008,1,1,5.55
2012-01-08 04:01:49,92800130,0,4,4.43
2012-01-08 04:02:52,92800131,0,7,0.54
2012-01-08 04:58:28,92800132,0,6,4.56
2012-01-08 05:26:13,92800133,0,2,2.51
2012-01-08 07:10:39,92800134,0,8,2.56
2012-01-08 07:40:12,92800135,0,5,3.17
2012-01-08 09:27:54,92800136,0,1,1.35
2012-01-08 10:27:49,92800137,0,8,5.08
2012-01-08 11:42:54,10000790,1,4,7.9
2012-01-08 12:17:19,92800139,0,6,7.83
2012-01-08 13:25:42,92800140,0,2,7.2
2012-01-08 13:46:14,10000293,1,3,9.07
2012-01-08 15:03:03,92800142,0,6,7.7
2012-01-08 17:02:02,92800143,0,4,10.15
2012-01-08 18:50:40,92800144,0,4,1.97
2012-01-08 19:07:48,10000542,1,9,1
2012-01-08 21:49:43,10000378,1,3,6.95
2012-01-09 00:29:12,10000000,1,4,5.29
2012-01-09 02:46:14,10000656,1,6,3.16
2012-01-09 04:15:35,92800149,0,4,0.33
2012-01-09 06:10:58,92800150,0,6,4.18
2012-01-09 06:45:13,92800151,0,3,7.2
2012-01-09 07:31:46,92800152,0,5,4.94
2012-01-09 09:50:52,10000708,1,7,4.85
2012-01-09 11:28:24,92800154,0,5,0.28
2012-01-09 13:47:19,92800155,0,6,5.85
2012-01-09 13:52:59,92800156,0,5,6.46
2012-01-09 16:27:08,92800157,0,6,1.68
2012-01-09 19:06:26,92800158,0,7,4.12
2012-01-09 21:02:25,92800159,0,2,3.12
2012-01-09 22:24:35,92800160,0,8,5.62
2012-01-09 22:46:31,92800161,0,6,2.54
2012-01-09 23:51:54,92800162,0,6,0.74
2012-01-10 02:31:55,92800163,0,1,5.99
2012-01-10 03:03:59,10000350,1,9,1.27
2012-01-10 04:07:25,92800165,0,6,2.56
2012-01-10 05:09:09,92800166,0,6,2.86
2012-01-10 06:38:58,92800167,0,9,3.6
2012-01-10 06:52:28,92800168,0,7,2.79
2012-01-10 08:23:17,92800169,0,7,6.07
2012-01-10 11:02:35,92800170,0,9,11.48
2012-01-10 13:14:34,10000984,1,6,6.91
2012-01-10 14:50:11,92800172,0,8,2.57
2012-01-10 15:17:25,92800173,0,8,5.92
2012-01-10 15:22:02,92800174,0,6,7.8
2012-01-10 15:31:56,92800175,0,7,1.42
2012-01-10 15:47:28,92800176,0,9,13.67
2012-01-10 17:58:27,10000984,1,6,8.52
2012-01-10 19:00:35,92800178,0,6,9.02
2012-01-10 21:03:35,92800179,0,8,9.99
2012-01-10 22:44:59,92800180,0,9,1.38
2012-01-11 00:59:17,92800181,0,6,5.48
2012-01-11 02:18:46,92800182,0,1,2.84
2012-01-11 02:56:19,92800183,0,5,15.13
2012-01-11 03:47:25,92800184,0,6,12.23
2012-01-11 04:02:04,92800185,0,6,4.05
2012-01-11 05:50:42,92800186,0,6,6.17
2012-01-11 06:19:03,92800187,0,8,3.91
2012-01-11 06:46:33,92800188,0,6,8.31
2012-01-11 06:54:35,92800189,0,6,5.13
2012-01-11 08:27:09,92800190,0,9,3.78
2012-01-11 09:18:47,10000934,1,6,3
2012-01-11 11:17:44,92800192,0,6,0.51
2012-01-11 11:41:32,92800193,0,7,6.63
2012-01-11 12:39:09,10000923,1,5,8.64
2012-01-11 14:21:03,10000543,1,3,9.93
2012-01-11 16:00:10,92800196,0,1,0.41
2012-01-11 17:09:51,92800197,0,6,2.45
2012-01-11 19:55:22,92800198,0,3,5.85
2012-01-11 22:27:04,92800199,0,3,0.11
2012-01-12 00:13:46,10000694,1,7,13.34
2012-01-12 01:43:49,92800201,0,6,7.31
2012-01-12 03:00:24,92800202,0,6,5.32
2012-01-12 05:16:32,92800203,0,6,1.58
2012-01-12 06:50:08,10000550,1,9,5.7
2012-01-12 08:11:03,92800205,0,6,0.99
2012-01-12 08:25:40,10000404,1,3,6.05
2012-01-12 10:47:57,92800207,0,7,0.34
2012-01-12 12:48:59,92800208,0,3,2.11
2012-01-12 13:36:14,10000893,1,7,4.85
2012-01-12 16:00:43,10000727,1,8,15.83
2012-01-12 16:13:40,92800211,0,8,5.74
2012-01-12 18:17:45,92800212,0,6,2.08
2012-01-12 20:26:53,92800213,0,6,5.71
2012-01-12 22:35:37,92800214,0,9,1.71
2012-01-13 00:00:55,92800215,0,9,8.36
2012-01-13 02:30:06,92800216,0,6,3.57
2012-01-13 03:10:11,92800217,0,4,4.77
2012-01-13 04:53:01,10000019,1,6,8.43
2012-01-13 05:39:06,10000373,1,6,8.34
2012-01-13 06:30:41,10000796,1,8,0.8
2012-01-13 08:00:07,92800221,0,7,3.35
2012-01-13 09:21:05,92800222,0,6,4.14
2012-01-13 10:12:26,92800223,0,8,2.44
2012-01-13 12:55:17,92800224,0,6,4.93
2012-01-13 13:28:39,92800225,0,7,3.59
2012-01-13 14:49:46,92800226,0,2,2.83
2012-01-13 14:49:55,92800227,0,6,1.48
2012-01-13 14:55:57,92800228,0,7,1.46
2012-01-13 16:12:59,92800229,0,5,1.46
2012-01-13 18:05:25,92800230,0,6,9.67
2012-01-13 19:03:06,92800231,0,9,0.19
2012-01-13 20:46:15,10000621,1,5,2.16
2012-01-13 23:23:34,10000271,1,3,7.53
2012-01-14 00:56:36,92800234,0,7,1.35
2012-01-14 02:04:45,10000534,1,3,4.35
2012-01-14 03:58:18,10000052,1,7,12.55
2012-01-14 04:29:50,92800237,0,3,5.9
2012-01-14 06:04:06,92800238,0,8,5.62
2012-01-14 06:38:36,92800239,0,6,2.97
2012-01-14 07:00:06,10000956,1,7,2.33
2012-01-14 07:35:05,92800241,0,6,1.66
2012-01-14 07:56:27,10000178,1,6,1.69
2012-01-14 09:56:38,92800243,0,6,3.66
2012-01-14 10:23:14,92800244,0,6,4.11
2012-01-14 11:05:40,92800245,0,4,3.65
2012-01-14 13:09:10,92800246,0,6,3.82
2012-01-14 15:41:29,92800247,0,3,3.5
2012-01-14 18:08:32,92800248,0,3,6.84
2012-01-14 19:33:01,92800249,0,6,0.95
2012-01-14 21:32:31,92800250,0,8,1.22
2012-01-14 22:11:41,92800251,0,6,1.46
2012-01-14 23:47:22,92800252,0,6,1.3
2012-01-15 02:03:50,92800253,0,3,1.47
2012-01-15 02:23:11,10000104,1,1,4.46
2012-01-15 03:42:58,92800255,0,4,1.74
2012-01-15 06:09:11,92800256,0,5,0.1
2012-01-15 07:40:48,92800257,0,4,1.19
2012-01-15 08:02:11,92800258,0,6,5.83
2012-01-15 08:04:36,92800259,0,2,2.03
2012-01-15 08:50:04,92800260,0,6,1.11
2012-01-15 09:38:07,92800261,0,9,2.5
2012-01-15 09:47:43,92800262,0,6,3.24
2012-01-15 11:14:10,92800263,0,3,0.61
2012-01-15 13:23:22,10000983,1,5,1.77
2012-01-15 14:57:45,92800265,0,6,2.43
2012-01-15 15:49:45,92800266,0,2,2.94
2012-01-15 18:23:25,92800267,0,6,0.32
2012-01-15 19:20:49,92800268,0,6,2.99
2012-01-15 20:14:54,10000502,1,3,6.23
2012-01-15 21:23:30,10000708,1,3,1.09
2012-01-15 22:05:43,10000640,1,6,8.45
2012-01-16 00:25:40,92800272,0,6,6.87
2012-01-16 01:24:27,92800273,0,3,1.86
2012-01-16 03:59:52,10000266,1,2,2.27
2012-01-16 05:18:14,92800275,0,9,10.32
2012-01-16 07:19:47,92800276,0,3,1.39
2012-01-16 08:20:14,10000012,1,1,6.52
2012-01-16 10:44:52,92800278,0,7,3.53
2012-01-16 11:14:34,92800279,0,4,5.54
2012-01-16 11:16:37,92800280,0,6,7.49
2012-01-16 12:49:56,92800281,0,9,1.42
2012-01-16 13:16:08,92800282,0,6,1.81
2012-01-16 13:47:40,92800283,0,7,0.15
2012-01-16 14:59:13,92800284,0,5,12.63
2012-01-16 16:43:42,92800285,0,4,3.85
2012-01-16 17:42:38,92800286,0,6,2.83
2012-01-16 19:18:31,92800287,0,6,7.71
2012-01-16 20:56:14,10000353,1,6,5.8
2012-01-16 23:37:15,10000269,1,2,9.9
2012-01-16 23:45:05,10000715,1,1,5.14
2012-01-17 00:49:20,10000079,1,6,9.05
2012-01-17 02:54:54,92800292,0,3,11.35
2012-01-17 03:07:16,92800293,0,9,5.32
2012-01-17 05:14:17,92800294,0,8,8.5
2012-01-17 07:31:02,92800295,0,5,6.16
2012-01-17 10:19:08,92800296,0,3,6.7
2012-01-17 10:50:50,92800297,0,9,3.11
2012-01-17 13:38:45,92800298,0,6,8.46
2012-01-17 14:20:20,92800299,0,3,1.6
2012-01-17 14:31:23,10000796,1,6,4.32
2012-01-17 15:11:09,10000460,1,2,7.56
2012-01-17 16:40:05,92800302,0,6,2.04
2012-01-17 16:43:45,92800303,0,9,5.87
2012-01-17 17:09:46,92800304,0,8,7.74
2012-01-17 17:35:26,92800305,0,7,12.27
2012-01-17 18:09:15,92800306,0,8,6.84
2012-01-17 20:13:10,92800307,0,3,6.24
2012-01-17 22:27:37,92800308,0,8,2.19
2012-01-18 00:08:50,10000297,1,7,0.63
2012-01-18 02:24:35,92800310,0,6,3.13
2012-01-18 04:00:30,92800311,0,7,1.57
2012-01-18 05:31:32,92800312,0,4,3.91
2012-01-18 07:15:11,92800313,0,6,5.59
2012-01-18 07:35:42,92800314,0,5,14.08
2012-01-18 09:12:26,92800315,0,6,7.86
2012-01-18 09:13:32,92800316,0,7,2.8
2012-01-18 10:47:36,92800317,0,3,5.17
2012-01-18 11:19:04,10000526,1,3,0.5
2012-01-18 12:00:03,92800319,0,3,1.45
2012-01-18 13:31:25,10000555,1,7,1.99
2012-01-18 15:13:13,92800321,0,6,11.22
2012-01-18 17:52:19,92800322,0,2,3.31
2012-01-18 18:37:45,92800323,0,6,4.25
2012-01-18 20:22:01,92800324,0,4,8.9
2012-01-18 20:51:36,92800325,0,5,5.99
2012-01-18 23:46:36,92800326,0,6,5.65
2012-01-19 00:43:50,92800327,0,6,1.48
2012-01-19 01:12:53,92800328,0,1,4.67
2012-01-19 03:28:11,92800329,0,3,6.88
2012-01-19 05:41:19,92800330,0,7,7.31
2012-01-19 06:48:59,92800331,0,1,12.83
2012-01-19 08:33:41,92800332,0,5,1.43
2012-01-19 08:35:14,92800333,0,7,1.39
2012-01-19 09:28:35,92800334,0,9,3.1
2012-01-19 11:02:53,10000425,1,4,9.92
2012-01-19 11:59:29,92800336,0,5,1.39
2012-01-19 12:01:50,10000572,1,3,2.69
2012-01-19 13:33:57,92800338,0,4,1.18
2012-01-19 15:46:25,92800339,0,5,5.05
2012-01-19 15:49:16,10000886,1,6,4.92
2012-01-19 16:17:34,92800341,0,6,3.34
2012-01-19 16:37:28,92800342,0,1,0.15
2012-01-19 19:34:21,10000485,1,2,8.24
2012-01-19 22:06:50,92800344,0,2,5.52
2012-01-20 00:37:08,92800345,0,7,0.65
2012-01-20 02:36:23,92800346,0,7,3.32
2012-01-20 04:16:49,92800347,0,9,4.6
2012-01-20 04:22:50,92800348,0,8,2.86
2012-01-20 04:26:05,92800349,0,9,5.88
2012-01-20 06:56:52,10000964,1,7,3.41
2012-01-20 09:18:11,92800351,0,7,3.4
2012-01-20 10:52:08,10000492,1,2,3.11
2012-01-20 12:43:31,92800353,0,4,5.43
2012-01-20 14:35:19,92800354,0,6,3.53
2012-01-20 16:51:47,92800355,0,7,7.87
2012-01-20 17:13:34,92800356,0,6,3.15
2012-01-20 20:03:41,92800357,0,7,4.95
2012-01-20 20:50:52,92800358,0,7,5.39
2012-01-20 23:22:55,10000587,1,6,3.72
2012-01-20 23:46:19,92800360,0,8,9.36
2012-01-21 00:49:31,92800361,0,4,10.45
2012-01-21 02:42:08,10000235,1,8,2.61
2012-01-21 03:08:24,92800363,0,8,5.27
2012-01-21 05:25:48,92800364,0,4,2.17
2012-01-21 06:19:08,92800365,0,3,0.81
2012-01-21 06:57:30,10000105,1,3,1.15
2012-01-21 07:15:52,92800367,0,3,6.15
2012-01-21 09:10:30,92800368,0,8,2.42
2012-01-21 10:53:51,92800369,0,9,3.03
2012-01-21 12:40:41,10000836,1,6,4.06
2012-01-21 12:50:46,92800371,0,3,3.22
2012-01-21 15:29:55,92800372,0,6,2.61
2012-01-21 16:47:09,92800373,0,6,1.48
2012-01-21 16:59:25,92800374,0,8,1.6
2012-01-21 17:58:31,10000860,1,7,0.81
2012-01-21 20:04:13,92800376,0,6,10.36
2012-01-21 21:59:55,92800377,0,5,0.75
2012-01-22 00:04:03,10000068,1,7,13.65
2012-01-22 00:32:53,92800379,0,5,3.37
2012-01-22 02:00:35,10000878,1,6,1.48
2012-01-22 03:39:59,92800381,0,4,8.76
2012-01-22 05:00:52,92800382,0,3,6.14
2012-01-22 05:47:09,92800383,0,1,5.42
2012-01-22 08:38:02,92800384,0,6,1.08
2012-01-22 10:14:29,92800385,0,5,1.09
2012-01-22 11:46:38,10000426,1,5,4.33
2012-01-22 13:15:47,92800387,0,4,2.27
2012-01-22 15:31:15,10000707,1,3,0.18
2012-01-22 16:23:41,92800389,0,6,9.3
2012-01-22 18:30:26,10000963,1,4,8.35
2012-01-22 18:49:48,10000004,1,8,2.75
2012-01-22 19:39:43,10000251,1,4,5.2
2012-01-22 19:40:04,92800393,0,6,0.12
2012-01-22 21:31:29,10000407,1,3,7.91
2012-01-22 22:21:12,92800395,0,3,4.52
2012-01-23 00:53:45,92800396,0,7,5.74
2012-01-23 03:23:57,92800397,0,6,0.47
2012-01-23 05:22:04,92800398,0,3,4.79
2012-01-23 07:46:07,92800399,0,6,2.63
2012-01-23 10:23:57,10000589,1,3,2.97
2012-01-23 12:07:15,92800401,0,6,0.69
2012-01-23 12:26:06,92800402,0,6,4.25
2012-01-23 13:25:14,10000194,1,8,2.04
2012-01-23 14:33:43,92800404,0,1,5.88
2012-01-23 15:33:55,92800405,0,6,7.4
2012-01-23 17:45:07,92800406,0,3,1.87
2012-01-23 20:35:17,10000735,1,6,7.25
2012-01-23 22:28:36,10000192,1,6,3.65
2012-01-24 00:20:31,10000762,1,7,5
2012-01-24 02:31:44,92800410,0,5,7.17
2012-01-24 05:05:18,10000466,1,5,6.88
2012-01-24 06:24:21,92800412,0,6,2.37
2012-01-24 06:56:31,92800413,0,5,0.62
2012-01-24 08:26:38,10000822,1,6,5.23
2012-01-24 10:39:57,92800415,0,2,0.78
2012-01-24 11:33:14,92800416,0,4,1.87
2012-01-24 11:51:09,92800417,0,1,0.59
2012-01-24 13:51:24,92800418,0,9,1.17
2012-01-24 13:59:42,10000043,1,4,5.03
2012-01-24 16:06:04,10000782,1,6,2.3
2012-01-24 18:44:38,92800421,0,4,6.95
2012-01-24 18:52:00,92800422,0,7,4.66
2012-01-24 21:01:14,10000918,1,6,7.02
2012-01-25 00:00:04,92800424,0,3,2.54
2012-01-25 01:59:15,92800425,0,3,0.25
2012-01-25 02:45:19,92800426,0,3,5
2012-01-25 05:01:54,92800427,0,3,1.75
2012-01-25 05:52:15,92800428,0,8,6.53
2012-01-25 07:45:11,10000478,1,6,6.47
2012-01-25 09:23:56,92800430,0,7,2.56
2012-01-25 10:06:23,92800431,0,6,8.93
2012-01-25 10:14:44,92800432,0,3,4.87
2012-01-25 10:30:43,92800433,0,7,8.66
2012-01-25 10:43:17,92800434,0,8,2.81
2012-01-25 11:07:59,92800435,0,6,0.6
2012-01-25 13:04:51,92800436,0,6,3.06
2012-01-25 13:49:09,92800437,0,3,7.93
2012-01-25 15:12:42,92800438,0,7,6.03
2012-01-25 17:49:37,10000078,1,3,0.36
2012-01-25 19:40:50,92800440,0,7,10.67
2012-01-25 20:40:00,92800441,0,8,2.41
2012-01-25 22:09:52,10000493,1,9,0.18
2012-01-25 23:43:46,92800443,0,7,0.57
2012-01-26 00:36:22,92800444,0,6,2.95
2012-01-26 01:37:28,92800445,0,2,8.32
2012-01-26 01:57:19,92800446,0,5,6.34
2012-01-26 02:46:31,92800447,0,6,3.63
2012-01-26 03:21:03,92800448,0,6,2.3
2012-01-26 04:43:10,92800449,0,6,2.46
2012-01-26 05:21:50,10000593,1,4,2.37
2012-01-26 05:50:29,10000982,1,6,1.76
2012-01-26 06:34:40,10000937,1,6,7.39
2012-01-26 07:00:13,92800453,0,3,3.31
2012-01-26 09:16:16,92800454,0,3,6.19
2012-01-26 11:05:39,10000155,1,6,8.29
2012-01-26 13:36:54,92800456,0,6,3.47
2012-01-26 14:05:34,92800457,0,5,2.53
2012-01-26 15:22:36,10000412,1,2,3.25
2012-01-26 16:45:04,92800459,0,3,1.56
2012-01-26 18:17:27,92800460,0,5,2.85
2012-01-26 18:51:23,92800461,0,6,2.88
2012-01-26 19:02:49,92800462,0,6,1.97
2012-01-26 21:38:29,92800463,0,8,6
2012-01-26 23:05:59,10000735,1,6,0.16
2012-01-26 23:37:53,92800465,0,5,0.16
2012-01-27 01:06:33,92800466,0,8,4.7
2012-01-27 01:16:00,92800467,0,8,0.77
2012-01-27 03:05:40,92800468,0,3,1.54
2012-01-27 04:10:58,92800469,0,3,11.03
2012-01-27 05:08:40,92800470,0,9,1.49
2012-01-27 07:18:50,92800471,0,8,7.52
2012-01-27 07:25:37,10000653,1,4,0.61
2012-01-27 07:49:55,92800473,0,9,0.46
2012-01-27 08:19:43,92800474,0,6,5.62
2012-01-27 09:00:11,92800475,0,8,5.83
2012-01-27 09:40:50,92800476,0,6,4.04
2012-01-27 12:00:24,10000850,1,6,6.91
2012-01-27 13:07:52,92800478,0,7,4.9
2012-01-27 15:40:06,92800479,0,6,0.15
2012-01-27 15:59:34,92800480,0,6,0.41
2012-01-27 17:59:27,92800481,0,7,1.38
2012-01-27 20:04:48,92800482,0,3,3.04
2012-01-27 21:44:40,92800483,0,6,7.87
2012-01-27 21:51:44,92800484,0,3,6.68
2012-01-27 23:09:33,92800485,0,3,6.31
2012-01-28 00:25:37,92800486,0,7,1.54
2012-01-28 01:29:52,92800487,0,6,2.91
2012-01-28 04:02:53,92800488,0,6,1.72
2012-01-28 06:13:16,92800489,0,9,12.17
2012-01-28 07:58:43,92800490,0,8,1.89
2012-01-28 09:11:19,92800491,0,9,4.14
2012-01-28 10:54:47,10000006,1,5,1.88
2012-01-28 12:18:58,92800493,0,4,5.89
2012-01-28 14:36:22,92800494,0,6,0.13
2012-01-28 15:10:20,92800495,0,2,0.51
2012-01-28 17:50:49,10000379,1,6,0.26
2012-01-28 18:35:40,92800497,0,6,6.18
2012-01-28 20:05:51,10000732,1,7,1.41
2012-01-28 21:44:31,92800499,0,3,2.53
2012-01-28 23:57:41,10000766,1,6,2.93
2012-01-29 02:16:46,92800501,0,5,4
2012-01-29 04:35:49,92800502,0,9,5.76
2012-01-29 05:05:05,92800503,0,4,6.36
2012-01-29 05:38:43,92800504,0,5,1.77
2012-01-29 06:46:35,92800505,0,6,2.03
2012-01-29 09:12:46,10000982,1,6,1.97
2012-01-29 09:36:10,92800507,0,1,4.61
2012-01-29 10:30:58,92800508,0,3,5.75
2012-01-29 12:37:02,92800509,0,2,1.6
2012-01-29 13:58:08,92800510,0,3,5.24
2012-01-29 15:22:59,92800511,0,6,9.89
2012-01-29 16:26:20,92800512,0,6,4.47
2012-01-29 17:20:58,10000221,1,6,1.5
2012-01-29 19:39:52,92800514,0,7,1.16
2012-01-29 19:46:11,92800515,0,1,11.02
2012-01-29 20:55:30,10000963,1,4,1.74
2012-01-29 22:07:48,92800517,0,9,5.22
2012-01-29 23:07:52,92800518,0,6,10.57
2012-01-29 23:48:08,92800519,0,3,3.99
2012-01-30 02:03:08,92800520,0,6,11.3
2012-01-30 02:55:35,10000371,1,3,5.93
2012-01-30 04:05:25,92800522,0,3,6.05
2012-01-30 04:19:30,92800523,0,6,6.44
2012-01-30 06:02:58,92800524,0,6,3.34
2012-01-30 06:41:18,92800525,0,7,7.55
2012-01-30 07:36:04,10000870,1,7,5.25
2012-01-30 08:02:58,92800527,0,4,8.79
2012-01-30 08:57:55,92800528,0,2,7.31
2012-01-30 09:45:14,92800529,0,2,0.67
2012-01-30 12:29:09,92800530,0,3,2.9
2012-01-30 15:21:22,92800531,0,6,8.88
2012-01-30 16:37:58,92800532,0,2,0.54
2012-01-30 18:41:43,92800533,0,3,5.07
2012-01-30 18:48:14,92800534,0,6,5.06
2012-01-30 20:58:18,10000350,1,5,1.98
2012-01-30 23:25:24,92800536,0,3,3.14
2012-01-30 23:54:36,92800537,0,3,6.05
2012-01-31 01:28:44,92800538,0,8,4.57
2012-01-31 03:46:38,92800539,0,8,8.34
2012-01-31 04:07:49,92800540,0,6,10.09
2012-01-31 04:59:23,92800541,0,6,8.13
2012-01-31 07:42:00,92800542,0,6,3.63
2012-01-31 07:49:49,92800543,0,7,3.91
2012-01-31 08:04:13,92800544,0,1,0.66
2012-01-31 10:26:18,92800545,0,5,2.93
2012-01-31 10:28:39,10000761,1,3,2.68
2012-01-31 12:18:50,92800547,0,6,8.98
2012-01-31 13:23:28,92800548,0,4,0.55
2012-01-31 15:39:21,92800549,0,5,2.61
2012-01-31 15:47:08,92800550,0,6,4.43
2012-01-31 16:13:18,92800551,0,6,1.37
2012-01-31 18:09:42,92800552,0,6,13.43
2012-01-31 19:24:24,92800553,0,4,3.1
2012-01-31 20:54:56,92800554,0,6,1.38
2012-01-31 22:13:40,10000778,1,3,0.12
2012-01-31 23:06:03,92800556,0,6,0.77
2012-01-31 23:43:17,92800557,0,3,4.49
2012-02-01 02:22:45,92800558,0,3,0.27
2012-02-01 03:35:19,92800559,0,9,3.08
